,Unnamed: 0,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover,date,day,month,year,hour
16905,11294746,11294746,2020-07-08 12:05:38.360,1147820247057515340,,81.166.234.102,NO,Rogaland,Algard,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_0_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/145287",Android 2.3.6,iOS 11.0.1,mobile,True,False,False,2020-07-08,8,7,2020,12
75758,1767226,1767226,2020-02-26 18:56:41.825,3668771190887259683,,158.149.104.87,NO,Innlandet,Folldal,29492,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,True,False,False,2020-02-26,26,2,2020,18
70098,12122257,12122257,2020-07-20 05:33:49.492,1429623210759342510,,10.0.65.113,NO,Viken,Eidsvoll,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-07-20,20,7,2020,5
25982,15529942,15529942,2020-09-06 12:05:56.549,4159886314720924939,,158.149.4.127,NO,-,-,29492,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",Android 2.3.3.2660,Android 5.0,mobile,True,False,False,2020-09-06,6,9,2020,12
1789,27570791,27570791,2021-01-13 20:59:55.577,-7879781371315092333,,158.248.192.91,NO,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1722 (Chrome,Firefox 20.0.0.1722,iOS 11.2.6,mobile,True,False,False,2021-01-13,13,1,2021,20
17652,26572628,26572628,2021-01-05 16:30:01.849,-4324475583306591935,,51.174.146.96,NO,Vestfold og Telemark,Horten,29695,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,False,False,False,2021-01-05,5,1,2021,16
90450,924267,924267,2020-02-15 15:38:31.917,-4324475583306591935,,176.107.147.157,PL,Mazovia,Warsaw,205727,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1618 variation/193373,Firefox 20.0.0.1618,iOS 11.2.6,mobile,False,False,False,2020-02-15,15,2,2020,15
71076,27178309,27178309,2021-01-10 13:24:29.445,3445626812087195905,,77.222.198.19,NO,Nordland,Rognan,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.23.81 Safari/537.36",Chrome 69.0.3497.17.23,Mac OS X 10.14.6,desktop,True,False,False,2021-01-10,10,1,2021,13
60330,5248580,5248580,2020-04-15 05:51:56.751,-6546271515514010634,,80.203.63.163,NO,Oslo County,Oslo,15659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.0 Safari/537.36 Edg/81.0.416.0",Edge 81.0.416,Mac OS X 10.14.6,desktop,True,False,False,2020-04-15,15,4,2020,5
54634,15965993,15965993,2020-09-12 11:11:05.292,1048356108294827357,,209.236.123.223,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.18 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1929,Android 4.1,mobile,False,True,False,2020-09-12,12,9,2020,11
9284,8458771,8458771,2020-05-30 10:51:59.659,-4324475583306591935,,23.137.224.243,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.111 Mobile Safari/537.36 PHX/5.1",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,False,False,2020-05-30,30,5,2020,10
84877,23051252,23051252,2020-12-03 11:22:23.578,-4324475583306591935,,170.39.78.152,US,-,-,393398,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1962.138 Mobile Safari/537.36 variation/87393",Chrome Mobile 81.0.4044.1962,Android 5.5.1,mobile,False,False,False,2020-12-03,3,12,2020,11
22663,16789973,16789973,2020-09-23 19:43:25.482,-4324475583306591935,,170.39.76.96,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1923.122 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1923,iOS 14.2.1,mobile,False,False,False,2020-09-23,23,9,2020,19
3388,11244962,11244962,2020-07-07 17:58:18.034,-2080058215086337171,,10.2.81.59,NO,-,-,500041,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36 variation/5664",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,True,False,False,2020-07-07,7,7,2020,17
84575,12426202,12426202,2020-07-24 09:48:01.653,-7898300417849795196,,23.137.225.13,US,-,-,393398,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-07-24,24,7,2020,9
71635,25341032,25341032,2020-12-27 02:30:48.925,6998943612473066845,,109.203.29.82,NO,Innlandet,Hamar,29492,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko snap Chrome/83.0.4103.309.116 Chrome/83.0.4103.309.116 Safari/537.36",Chrome 83.0.4103.309,Mac OS X 11.6.3,desktop,False,False,False,2020-12-27,27,12,2020,2
90980,24664042,24664042,2020-12-20 21:17:36.786,-4324475583306591935,,37.97.47.96,NO,-,-,29695,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.59.17 Safari/537.36",Chrome 72.0.3626.59,Chromecast 1.49.230269,desktop,False,False,False,2020-12-20,20,12,2020,21
44739,29137860,29137860,2021-02-01 17:34:43.317,-4324475583306591935,,62.176.222.79,NO,-,-,203650,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.59.17 Safari/537.36",Chrome 72.0.3626.59,Chromecast 1.49.230269,desktop,False,False,False,2021-02-01,1,2,2021,17
44174,7313594,7313594,2020-05-13 17:13:18.301,-4324475583306591935,,10.0.181.209,CA,Quebec,Inverness,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-05-13,13,5,2020,17
4389,20100779,20100779,2020-11-06 23:54:02.507,-4324475583306591935,,203.76.172.0,SG,-,-,45470,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False,2020-11-06,6,11,2020,23
27140,26546220,26546220,2021-01-05 13:08:19.751,-4324475583306591935,,89.33.180.6,ES,Andalusia,Cordova,206451,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False,2021-01-05,5,1,2021,13
67928,20276285,20276285,2020-11-09 09:59:11.368,-5752442467076266385,,10.2.58.208,BR,-,-,500194,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.92 Safari/537.36 variation/6623",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,False,False,2020-11-09,9,11,2020,9
91370,15742679,15742679,2020-09-09 09:46:41.220,-4324475583306591935,,84.234.219.172,NO,Vestfold og Telemark,Sandefjord,29695,"Mozilla/5.0  (Linux; U; Android 5.4.3; en-us; GT-I9060 Build/JDQ39) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69385",Android 2.3.3.2660,Android 5.4.3,mobile,False,False,False,2020-09-09,9,9,2020,9
27473,12046560,12046560,2020-07-19 08:37:11.907,-4324475583306591935,,23.137.224.185,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.129 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1925,Android 4.1,mobile,False,False,False,2020-07-19,19,7,2020,8
36699,30965132,30965132,2021-02-25 07:59:56.353,-4324475583306591935,,10.0.77.225,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.24.96 Safari/537.36",Chrome 69.0.3497.17.24,Chromecast 1.52.251747,desktop,False,False,False,2021-02-25,25,2,2021,7
65790,15404439,15404439,2020-09-04 13:10:34.443,-4324475583306591935,,192.64.116.176,ID,-,-,22612,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.116.81 Safari/537.36",Chrome 72.0.3626.116,Mac OS X 10.14.6,desktop,False,True,False,2020-09-04,4,9,2020,13
56749,29823330,29823330,2021-02-10 09:40:29.510,-6422907682801535719,,10.0.159.250,NO,Innlandet,Matrand,8478,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/79.0.3945.192.204.130 Safari/537.36 RuxitSynthetic/1.0 v4880622021 t8347097904287973985",Chrome 79.0.3945.192.204,Chrome OS 5978.98.0,desktop,True,False,False,2021-02-10,10,2,2021,9
94419,15516114,15516114,2020-09-06 08:11:41.363,-8226986563299662051,,84.234.190.184,NO,Vestland,Bergen,29695,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; Y220-U10 Build/HUAWEIY220-U10) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.6,Android 2.3.6,mobile,True,False,False,2020-09-06,6,9,2020,8
96107,304272,304272,2020-02-07 12:15:13.733,-3236043568721832537,,154.66.112.82,ZA,Mpumalanga,Middelburg,328400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,False,False,2020-02-07,7,2,2020,12
86436,13576264,13576264,2020-08-10 13:45:34.955,-4324475583306591935,,84.208.184.229,NO,Oslo County,Oslo,41164,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.53.17 Safari/537.36",Chrome 72.0.3626.53,Mac OS X 10.12.3,desktop,False,False,False,2020-08-10,10,8,2020,13
95572,9026582,9026582,2020-06-07 22:03:07.886,6507419615711416599,,51.175.98.215,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,True,False,False,2020-06-07,7,6,2020,22
79413,16688287,16688287,2020-09-22 13:09:55.184,-2521583334581244645,,10.0.9.246,US,-,-,54903,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 SamsungBrowser/CrossApp/0.1.87",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,True,False,2020-09-22,22,9,2020,13
56998,4254349,4254349,2020-04-01 11:13:48.048,-4324475583306591935,,45.130.53.51,US,Texas,Dallas,398986,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36 AlohaBrowser/1.5.0 AlohaBrowser/2.14.1 variation/97368",Chrome Mobile 81.0.4044,Android 6.0.99,mobile,False,True,False,2020-04-01,1,4,2020,11
85979,8913917,8913917,2020-06-06 07:14:44.060,-2858374491616251739,,81.167.223.116,NO,Rogaland,Haugesund,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.58.97 Safari/537.36",Chrome 72.0.3626.58,Chrome OS 13505.73.0,desktop,False,False,False,2020-06-06,6,6,2020,7
31774,19652320,19652320,2020-11-01 15:10:26.666,2615198386403780578,,84.234.238.13,NO,Vestfold og Telemark,Sandefjord,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.92 Safari/537.36",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,False,False,2020-11-01,1,11,2020,15
7025,21699806,21699806,2020-11-23 16:22:00.974,-4324475583306591935,,94.102.33.61,NO,Innlandet,Hamar,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.81 Safari/537.36",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,False,False,False,2020-11-23,23,11,2020,16
41272,5479017,5479017,2020-04-18 05:17:07.282,-4324475583306591935,,10.0.181.182,AR,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-04-18,18,4,2020,5
80391,4252472,4252472,2020-04-01 10:50:38.833,-3899377340276272015,,170.84.201.164,BR,-,-,265005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,False,False,False,2020-04-01,1,4,2020,10
5000,14657826,14657826,2020-08-25 23:09:49.895,-4324475583306591935,,10.0.181.208,NL,North Brabant,Terheijden,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-08-25,25,8,2020,23
25064,12184337,12184337,2020-07-20 20:37:26.906,-4324475583306591935,,10.0.181.202,AT,Lower Austria,Windigsteig,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-07-20,20,7,2020,20
12018,4267207,4267207,2020-04-01 13:45:24.366,7450574726060855510,,23.137.224.204,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko CriOS/87 Version/11.1.1.1086 Safari/605.1.15 variation/252185",Safari 11.1.1.1086,iOS 13.4,mobile,False,False,False,2020-04-01,1,4,2020,13
67468,23818338,23818338,2020-12-11 06:53:52.361,-4324475583306591935,,170.39.79.91,US,-,-,393398,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1927,Android 2.2,mobile,False,False,False,2020-12-11,11,12,2020,6
17742,6631039,6631039,2020-05-04 12:15:54.678,4197553257455785003,506.0,84.209.142.103,NO,Oslo County,Oslo,41164,"Mozilla/5.0  (Mobile; Nokia 6300 4G; https://github.com/das-group/rba-dataset) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/286610",Android 2.3.6,KaiOS 2.5.4,tablet,True,False,False,2020-05-04,4,5,2020,12
87455,25125960,25125960,2020-12-25 05:14:35.388,-4324475583306591935,,10.3.205.196,RU,Ivanovo Oblast,Privolzhsk,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-12-25,25,12,2020,5
25665,212783,212783,2020-02-06 08:42:07.258,-8795154398558848722,,194.135.30.202,AU,-,-,60117,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/84.0 Firefox/84.0 variation/196396,Firefox Mobile 84.0,iOS 11.2.6,mobile,False,False,False,2020-02-06,6,2,2020,8
30559,7871321,7871321,2020-05-21 12:56:07.512,-5865762063859774176,,51.174.146.143,NO,Vestfold og Telemark,Horten,29695,"Mozilla/5.0 (Linux; U; Android 7.1.2; en-gb; Redmi 4A Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.6.5-go",MiuiBrowser 12.6.5,Android 7.1.2,mobile,True,False,False,2020-05-21,21,5,2020,12
79854,7646245,7646245,2020-05-18 10:05:24.520,7011915655205265889,,84.210.24.72,NO,Viken,Sarpsborg,41164,"Mozilla/5.0  (iPad; U; CPU OS 4_2_1 like Mac OS X; en-us) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/276644",Android 2.3.6,iOS 4.2.1,mobile,True,False,False,2020-05-18,18,5,2020,10
20381,10215401,10215401,2020-06-24 09:49:43.945,-4324475583306591935,,170.39.79.181,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.71 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1925,iOS 11.2.6,mobile,False,False,False,2020-06-24,24,6,2020,9
3100,539637,539637,2020-02-10 17:37:32.027,2291102604502633993,521.0,92.220.117.167,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus Build/PTBS29.401-25-5; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,False,False,2020-02-10,10,2,2020,17
62394,12970901,12970901,2020-08-01 08:11:23.721,-1288732174345486352,,79.160.177.254,NO,Vestfold og Telemark,Tønsberg,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-08-01,1,8,2020,8
26305,20325637,20325637,2020-11-09 19:59:16.810,6998943612473066845,,109.203.1.148,NO,Innlandet,Skarnes,29492,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko snap Chrome/83.0.4103.309.116 Chrome/83.0.4103.309.116 Safari/537.36",Chrome 83.0.4103.309,Mac OS X 11.6.3,desktop,False,False,False,2020-11-09,9,11,2020,19
66293,25520841,25520841,2020-12-28 11:09:51.542,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-12-28,28,12,2020,11
6236,24703594,24703594,2020-12-21 10:45:16.368,-5603565607421247079,,209.236.125.39,US,-,-,393398,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Snapchat/11.8.1.33 (like Safari/604.1)",Snapchat 11.8.1,iOS 14.2.1,mobile,False,True,False,2020-12-21,21,12,2020,10
44688,12318542,12318542,2020-07-22 17:37:25.907,-5185815199576810930,,95.169.61.209,NO,Innlandet,Tretten,29492,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1603 (Chrome,Firefox 20.0.0.1603,iOS 13.4,mobile,True,False,False,2020-07-22,22,7,2020,17
72204,18937543,18937543,2020-10-23 05:45:19.765,4872469882793917286,,91.189.126.24,NO,-,Oppegard,49788,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.92 Safari/537.36 variation/6626",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,False,False,2020-10-23,23,10,2020,5
58381,31112724,31112724,2021-02-26 21:35:54.396,-4324475583306591935,33.0,10.3.50.187,NO,Oslo County,Oslo,58302,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1933.10 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1933,iOS 13.4,mobile,False,False,False,2021-02-26,26,2,2021,21
3878,13228464,13228464,2020-08-05 07:36:54.319,-4324475583306591935,,10.0.181.232,DE,Mecklenburg-Vorpommern,Ziesendorf,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-08-05,5,8,2020,7
75004,22590976,22590976,2020-11-30 09:40:58.660,-4324475583306591935,,10.3.205.193,RU,Moscow Oblast,Babayevo,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-11-30,30,11,2020,9
36321,5151010,5151010,2020-04-14 04:38:49.933,-4324475583306591935,,23.137.224.53,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36 OPT/2.5",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,False,False,2020-04-14,14,4,2020,4
59825,546009,546009,2020-02-10 18:50:44.674,8628134956957025406,,10.0.58.43,NO,Troms og Finnmark,Brostadbotn,29695,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/71.0.3578.89 Mobile/14A403 Safari/602.1",Chrome Mobile iOS 71.0.3578,iOS 10.0.1,mobile,True,False,False,2020-02-10,10,2,2020,18
27109,30611824,30611824,2021-02-20 16:10:42.222,-4324475583306591935,,192.100.77.134,TH,Songkhla,Hat Yai,9464,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.37.80 Safari/537.36",Chrome 71.0.3578.37,Mac OS X 10.14.6,desktop,False,False,False,2021-02-20,20,2,2021,16
23259,15182923,15182923,2020-09-01 14:51:23.723,4579536987947219543,,170.39.76.236,US,-,-,393398,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Snapchat/11.8.1.33 (like Safari/604.1)",Snapchat 11.8.1,iOS 14.2.1,mobile,False,False,False,2020-09-01,1,9,2020,14
95549,11013704,11013704,2020-07-04 15:02:18.708,7657841866188185234,,23.137.224.7,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.123 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,False,False,2020-07-04,4,7,2020,15
51741,14672209,14672209,2020-08-26 07:04:51.576,1096005335018849822,,62.113.134.133,NO,-,-,25400,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.5.0.41 Chrome/81.0.4044.1930.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,True,False,False,2020-08-26,26,8,2020,7
51822,22243911,22243911,2020-11-27 18:57:57.397,-4324475583306591935,,10.3.205.192,RU,-,-,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-11-27,27,11,2020,18
56731,620612,620612,2020-02-11 16:11:19.818,-3115828813813390976,,81.167.193.4,NO,Vestfold og Telemark,Tønsberg,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False,2020-02-11,11,2,2020,16
97449,20478412,20478412,2020-11-11 14:01:47.373,-5232117954410819341,,199.26.84.93,US,-,-,393398,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20100101 Firefox/20.0.0.1823,Firefox 20.0.0.1823,Android 6.0.99,mobile,False,False,False,2020-11-11,11,11,2020,14
55385,25892002,25892002,2020-12-31 10:10:42.281,-4324475583306591935,,66.248.237.201,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play Build/PPYS29.105-134-12; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,2020-12-31,31,12,2020,10
